# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          u        g        r        i        z
  36      1100  4.00  2.0  3.1     2.944    2.142    1.634    1.261    0.885 
  36      1100  4.00  3.0  3.1     4.415    3.211    2.449    1.888    1.325 
  36      1100  4.00  4.0  3.1     5.884    4.277    3.263    2.514    1.762 
  36      1100  4.00  5.0  3.1     7.352    5.341    4.077    3.138    2.198 
  36      1100  4.00  6.0  3.1     8.820    6.404    4.890    3.760    2.631 
  36      1100  4.00  7.0  3.1    10.286    7.465    5.701    4.381    3.063 
  36      1100  4.00  8.0  3.1    11.752    8.524    6.512    5.000    3.492 
  36      1100  4.00  9.0  3.1    13.217    9.581    7.323    5.617    3.920 
  36      1100  4.00 10.0  3.1    14.681   10.636    8.132    6.233    4.346 
  37      1100  4.50  1.0  3.1     1.471    1.072    0.817    0.632    0.444 
  37      1100  4.50  2.0  3.1     2.942    2.142    1.634    1.262    0.886 
  37      1100  4.50  3.0  3.1     4.412    3.210    2.449    1.889    1.326 
  37      1100  4.50  4.0  3.1     5.881    4.276    3.264    2.515    1.764 
  37      1100  4.50  5.0  3.1     7.349    5.340    4.077    3.139    2.199 
  37      1100  4.50  6.0  3.1     8.816    6.403    4.890    3.761    2.633 
  37      1100  4.50  7.0  3.1    10.282    7.463    5.701    4.382    3.065 
  37      1100  4.50  8.0  3.1    11.747    8.522    6.512    5.001    3.495 
  37      1100  4.50  9.0  3.1    13.212    9.579    7.323    5.618    3.922 
  37      1100  4.50 10.0  3.1    14.675   10.634    8.132    6.234    4.348 
  38      1100  5.00  1.0  3.1     1.472    1.072    0.817    0.632    0.445 
  38      1100  5.00  2.0  3.1     2.943    2.142    1.634    1.262    0.888 
  38      1100  5.00  3.0  3.1     4.412    3.210    2.450    1.890    1.329 
  38      1100  5.00  4.0  3.1     5.881    4.276    3.264    2.517    1.768 
  38      1100  5.00  5.0  3.1     7.348    5.340    4.078    3.141    2.204 
  38      1100  5.00  6.0  3.1     8.815    6.403    4.891    3.764    2.639 
  38      1100  5.00  7.0  3.1    10.281    7.463    5.703    4.385    3.071 
  38      1100  5.00  8.0  3.1    11.746    8.522    6.514    5.004    3.502 
  38      1100  5.00  9.0  3.1    13.210    9.579    7.324    5.622    3.931 
  38      1100  5.00 10.0  3.1    14.673   10.634    8.134    6.238    4.358 
  39      1100  5.50  1.0  3.1     1.471    1.072    0.818    0.633    0.446 
  39      1100  5.50  2.0  3.1     2.942    2.143    1.635    1.264    0.890 
  39      1100  5.50  3.0  3.1     4.411    3.211    2.451    1.893    1.332 
  39      1100  5.50  4.0  3.1     5.880    4.277    3.267    2.520    1.772 
  39      1100  5.50  5.0  3.1     7.347    5.342    4.081    3.145    2.210 
  39      1100  5.50  6.0  3.1     8.814    6.404    4.894    3.768    2.646 
  39      1100  5.50  7.0  3.1    10.280    7.465    5.706    4.390    3.080 
  39      1100  5.50  8.0  3.1    11.744    8.524    6.518    5.010    3.511 
  39      1100  5.50  9.0  3.1    13.208    9.582    7.328    5.628    3.941 
  39      1100  5.50 10.0  3.1    14.672   10.637    8.138    6.245    4.369 
  40      1100  6.00  1.0  3.1     1.468    1.066    0.813    0.626    0.436 
  40      1100  6.00  2.0  3.1     2.935    2.129    1.625    1.250    0.870 
  40      1100  6.00  3.0  3.1     4.401    3.191    2.436    1.873    1.302 
  40      1100  6.00  4.0  3.1     5.866    4.250    3.247    2.494    1.733 
  40      1100  6.00  5.0  3.1     7.331    5.308    4.057    3.113    2.161 
  40      1100  6.00  6.0  3.1     8.794    6.365    4.866    3.731    2.587 
  40      1100  6.00  7.0  3.1    10.257    7.419    5.674    4.347    3.012 
  40      1100  6.00  8.0  3.1    11.719    8.472    6.482    4.962    3.434 
  40      1100  6.00  9.0  3.1    13.180    9.524    7.289    5.576    3.855 
  40      1100  6.00 10.0  3.1    14.640   10.573    8.095    6.188    4.274 
  41      1200  3.50  1.0  3.1     1.477    1.079    0.821    0.637    0.450 
  41      1200  3.50  2.0  3.1     2.953    2.155    1.641    1.271    0.897 
  41      1200  3.50  3.0  3.1     4.427    3.229    2.459    1.902    1.342 
  41      1200  3.50  4.0  3.1     5.901    4.301    3.277    2.532    1.785 
  41      1200  3.50  5.0  3.1     7.373    5.370    4.094    3.160    2.226 
  41      1200  3.50  6.0  3.1     8.845    6.438    4.909    3.786    2.665 
  41      1200  3.50  7.0  3.1    10.315    7.503    5.724    4.410    3.101 
  41      1200  3.50  8.0  3.1    11.785    8.567    6.538    5.033    3.536 
  41      1200  3.50  9.0  3.1    13.253    9.629    7.350    5.653    3.969 
  41      1200  3.50 10.0  3.1    14.721   10.689    8.162    6.272    4.399 
  42      1200  4.00  1.0  3.1     1.477    1.079    0.821    0.637    0.450 
  42      1200  4.00  2.0  3.1     2.953    2.155    1.641    1.271    0.897 
  42      1200  4.00  3.0  3.1     4.427    3.229    2.459    1.902    1.342 
  42      1200  4.00  4.0  3.1     5.901    4.301    3.277    2.532    1.785 
  42      1200  4.00  5.0  3.1     7.373    5.370    4.094    3.160    2.226 
  42      1200  4.00  6.0  3.1     8.845    6.438    4.909    3.786    2.665 
  42      1200  4.00  7.0  3.1    10.315    7.503    5.724    4.410    3.101 
  42      1200  4.00  8.0  3.1    11.785    8.567    6.538    5.033    3.536 
  42      1200  4.00  9.0  3.1    13.253    9.629    7.350    5.653    3.969 
  42      1200  4.00 10.0  3.1    14.721   10.689    8.162    6.272    4.399 
  43      1200  4.50  1.0  3.1     1.477    1.079    0.821    0.637    0.450 
  43      1200  4.50  2.0  3.1     2.953    2.155    1.641    1.271    0.897 
  43      1200  4.50  3.0  3.1     4.427    3.229    2.459    1.902    1.342 
  43      1200  4.50  4.0  3.1     5.901    4.301    3.277    2.532    1.785 
  43      1200  4.50  5.0  3.1     7.373    5.370    4.094    3.160    2.226 
  43      1200  4.50  6.0  3.1     8.845    6.438    4.909    3.786    2.665 
  43      1200  4.50  7.0  3.1    10.315    7.503    5.724    4.410    3.101 
  43      1200  4.50  8.0  3.1    11.785    8.567    6.538    5.033    3.536 
  43      1200  4.50  9.0  3.1    13.253    9.629    7.350    5.653    3.969 
  43      1200  4.50 10.0  3.1    14.721   10.689    8.162    6.272    4.399 
  44      1200  5.00  1.0  3.1     1.475    1.077    0.821    0.636    0.450 
  44      1200  5.00  2.0  3.1     2.950    2.152    1.640    1.269    0.898 
  44      1200  5.00  3.0  3.1     4.424    3.225    2.459    1.901    1.343 
  44      1200  5.00  4.0  3.1     5.896    4.296    3.276    2.531    1.786 
  44      1200  5.00  5.0  3.1     7.368    5.365    4.092    3.158    2.227 
  44      1200  5.00  6.0  3.1     8.838    6.431    4.908    3.784    2.666 
  44      1200  5.00  7.0  3.1    10.308    7.496    5.722    4.408    3.103 
  44      1200  5.00  8.0  3.1    11.776    8.559    6.535    5.030    3.538 
  44      1200  5.00  9.0  3.1    13.244    9.620    7.348    5.651    3.971 
  44      1200  5.00 10.0  3.1    14.711   10.679    8.160    6.270    4.401 
  45      1200  6.00  1.0  3.1     1.476    1.079    0.821    0.637    0.453 
  45      1200  6.00  2.0  3.1     2.951    2.156    1.642    1.273    0.903 
  45      1200  6.00  3.0  3.1     4.425    3.230    2.462    1.906    1.351 
  45      1200  6.00  4.0  3.1     5.897    4.302    3.280    2.538    1.796 
  45      1200  6.00  5.0  3.1     7.369    5.372    4.098    3.167    2.240 
  45      1200  6.00  6.0  3.1     8.840    6.440    4.914    3.794    2.681 
  45      1200  6.00  7.0  3.1    10.310    7.506    5.730    4.420    3.120 
  45      1200  6.00  8.0  3.1    11.778    8.570    6.544    5.043    3.557 
  45      1200  6.00  9.0  3.1    13.246    9.633    7.358    5.665    3.992 
  45      1200  6.00 10.0  3.1    14.713   10.693    8.170    6.285    4.426 
  46      1300  3.50  1.0  3.1     1.482    1.085    0.824    0.641    0.455 
  46      1300  3.50  2.0  3.1     2.963    2.168    1.648    1.279    0.908 
  46      1300  3.50  3.0  3.1     4.443    3.247    2.470    1.916    1.358 
  46      1300  3.50  4.0  3.1     5.921    4.325    3.291    2.550    1.806 
  46      1300  3.50  5.0  3.1     7.398    5.399    4.111    3.181    2.252 
  46      1300  3.50  6.0  3.1     8.874    6.472    4.929    3.811    2.696 
  46      1300  3.50  7.0  3.1    10.348    7.543    5.747    4.439    3.138 
  46      1300  3.50  8.0  3.1    11.822    8.611    6.564    5.065    3.578 
  46      1300  3.50  9.0  3.1    13.295    9.677    7.379    5.689    4.015 
  46      1300  3.50 10.0  3.1    14.766   10.742    8.194    6.311    4.451 
  47      1300  4.00  1.0  3.1     1.482    1.085    0.825    0.641    0.455 
  47      1300  4.00  2.0  3.1     2.963    2.168    1.648    1.280    0.907 
  47      1300  4.00  3.0  3.1     4.442    3.247    2.470    1.916    1.358 
  47      1300  4.00  4.0  3.1     5.921    4.324    3.291    2.550    1.806 
  47      1300  4.00  5.0  3.1     7.398    5.399    4.111    3.182    2.252 
  47      1300  4.00  6.0  3.1     8.873    6.472    4.930    3.811    2.696 
  47      1300  4.00  7.0  3.1    10.348    7.542    5.747    4.439    3.137 
  47      1300  4.00  8.0  3.1    11.822    8.611    6.564    5.065    3.577 
  47      1300  4.00  9.0  3.1    13.294    9.677    7.379    5.689    4.014 
  47      1300  4.00 10.0  3.1    14.766   10.742    8.194    6.311    4.450 
  48      1300  4.50  1.0  3.1     1.481    1.083    0.824    0.640    0.454 
  48      1300  4.50  2.0  3.1     2.961    2.164    1.647    1.278    0.906 
  48      1300  4.50  3.0  3.1     4.439    3.242    2.468    1.913    1.356 
  48      1300  4.50  4.0  3.1     5.916    4.318    3.289    2.546    1.803 
  48      1300  4.50  5.0  3.1     7.392    5.392    4.108    3.177    2.249 
  48      1300  4.50  6.0  3.1     8.867    6.464    4.926    3.806    2.692 
  48      1300  4.50  7.0  3.1    10.341    7.533    5.743    4.433    3.133 
  48      1300  4.50  8.0  3.1    11.814    8.600    6.559    5.059    3.571 
  48      1300  4.50  9.0  3.1    13.286    9.666    7.374    5.682    4.008 
  48      1300  4.50 10.0  3.1    14.756   10.729    8.188    6.304    4.443 
  49      1300  5.00  1.0  3.1     1.481    1.084    0.824    0.640    0.454 
  49      1300  5.00  2.0  3.1     2.960    2.164    1.646    1.277    0.906 
  49      1300  5.00  3.0  3.1     4.439    3.242    2.468    1.912    1.356 
  49      1300  5.00  4.0  3.1     5.916    4.318    3.288    2.545    1.804 
  49      1300  5.00  5.0  3.1     7.392    5.391    4.107    3.176    2.249 
  49      1300  5.00  6.0  3.1     8.867    6.463    4.925    3.805    2.692 
  49      1300  5.00  7.0  3.1    10.340    7.532    5.742    4.433    3.133 
  49      1300  5.00  8.0  3.1    11.813    8.599    6.558    5.058    3.572 
  49      1300  5.00  9.0  3.1    13.285    9.664    7.373    5.681    4.009 
  49      1300  5.00 10.0  3.1    14.755   10.728    8.187    6.303    4.444 
  50      1300  5.50  1.0  3.1     1.480    1.083    0.824    0.640    0.455 
  50      1300  5.50  2.0  3.1     2.959    2.163    1.646    1.278    0.908 
  50      1300  5.50  3.0  3.1     4.437    3.241    2.468    1.914    1.358 
  50      1300  5.50  4.0  3.1     5.913    4.316    3.288    2.547    1.806 
  50      1300  5.50  5.0  3.1     7.389    5.390    4.107    3.178    2.252 
  50      1300  5.50  6.0  3.1     8.863    6.461    4.925    3.807    2.695 
  50      1300  5.50  7.0  3.1    10.336    7.530    5.742    4.434    3.137 
  50      1300  5.50  8.0  3.1    11.808    8.596    6.558    5.060    3.576 
  50      1300  5.50  9.0  3.1    13.279    9.661    7.373    5.683    4.013 
  50      1300  5.50 10.0  3.1    14.749   10.725    8.187    6.305    4.449 
  51      1300  6.00  1.0  3.1     1.477    1.079    0.821    0.637    0.450 
  51      1300  6.00  2.0  3.1     2.953    2.155    1.641    1.271    0.898 
  51      1300  6.00  3.0  3.1     4.428    3.229    2.460    1.903    1.343 
  51      1300  6.00  4.0  3.1     5.902    4.301    3.278    2.533    1.786 
  51      1300  6.00  5.0  3.1     7.375    5.371    4.095    3.161    2.227 
  51      1300  6.00  6.0  3.1     8.847    6.439    4.910    3.787    2.666 
  51      1300  6.00  7.0  3.1    10.317    7.505    5.725    4.412    3.103 
  51      1300  6.00  8.0  3.1    11.787    8.569    6.539    5.034    3.538 
  51      1300  6.00  9.0  3.1    13.256    9.631    7.352    5.655    3.971 
  51      1300  6.00 10.0  3.1    14.723   10.691    8.164    6.274    4.402 
  52      1400  3.50  1.0  3.1     1.487    1.092    0.828    0.645    0.460 
  52      1400  3.50  2.0  3.1     2.973    2.180    1.655    1.287    0.917 
  52      1400  3.50  3.0  3.1     4.457    3.265    2.480    1.927    1.372 
  52      1400  3.50  4.0  3.1     5.940    4.348    3.304    2.565    1.825 
  52      1400  3.50  5.0  3.1     7.421    5.428    4.127    3.200    2.275 
  52      1400  3.50  6.0  3.1     8.901    6.505    4.949    3.834    2.724 
  52      1400  3.50  7.0  3.1    10.380    7.580    5.769    4.465    3.170 
  52      1400  3.50  8.0  3.1    11.857    8.653    6.588    5.094    3.613 
  52      1400  3.50  9.0  3.1    13.334    9.723    7.407    5.721    4.055 
  52      1400  3.50 10.0  3.1    14.809   10.792    8.224    6.347    4.495 
  53      1400  4.00  1.0  3.1     1.487    1.091    0.828    0.645    0.460 
  53      1400  4.00  2.0  3.1     2.973    2.179    1.654    1.288    0.917 
  53      1400  4.00  3.0  3.1     4.457    3.264    2.480    1.928    1.372 
  53      1400  4.00  4.0  3.1     5.939    4.347    3.304    2.566    1.824 
  53      1400  4.00  5.0  3.1     7.421    5.427    4.127    3.201    2.275 
  53      1400  4.00  6.0  3.1     8.901    6.504    4.948    3.834    2.723 
  53      1400  4.00  7.0  3.1    10.379    7.579    5.768    4.465    3.169 
  53      1400  4.00  8.0  3.1    11.857    8.652    6.588    5.095    3.613 
  53      1400  4.00  9.0  3.1    13.333    9.722    7.406    5.722    4.054 
  53      1400  4.00 10.0  3.1    14.808   10.791    8.223    6.347    4.494 
  54      1400  4.50  1.0  3.1     1.486    1.090    0.827    0.644    0.459 
  54      1400  4.50  2.0  3.1     2.971    2.177    1.653    1.286    0.916 
  54      1400  4.50  3.0  3.1     4.454    3.261    2.478    1.925    1.370 
  54      1400  4.50  4.0  3.1     5.936    4.343    3.301    2.562    1.823 
  54      1400  4.50  5.0  3.1     7.417    5.421    4.123    3.197    2.273 
  54      1400  4.50  6.0  3.1     8.897    6.498    4.944    3.830    2.720 
  54      1400  4.50  7.0  3.1    10.375    7.572    5.764    4.460    3.166 
  54      1400  4.50  8.0  3.1    11.852    8.644    6.583    5.089    3.609 
  54      1400  4.50  9.0  3.1    13.327    9.714    7.400    5.715    4.051 
  54      1400  4.50 10.0  3.1    14.802   10.781    8.217    6.340    4.490 
  55      1400  5.00  1.0  3.1     1.486    1.089    0.827    0.644    0.459 
  55      1400  5.00  2.0  3.1     2.970    2.175    1.653    1.285    0.915 
  55      1400  5.00  3.0  3.1     4.452    3.258    2.477    1.924    1.369 
  55      1400  5.00  4.0  3.1     5.934    4.339    3.300    2.561    1.821 
  55      1400  5.00  5.0  3.1     7.414    5.417    4.121    3.195    2.271 
  55      1400  5.00  6.0  3.1     8.892    6.492    4.942    3.827    2.718 
  55      1400  5.00  7.0  3.1    10.370    7.566    5.761    4.457    3.163 
  55      1400  5.00  8.0  3.1    11.846    8.637    6.580    5.085    3.606 
  55      1400  5.00  9.0  3.1    13.321    9.706    7.397    5.711    4.047 
  55      1400  5.00 10.0  3.1    14.795   10.773    8.213    6.336    4.485 
  56      1400  5.50  1.0  3.1     1.485    1.088    0.826    0.644    0.459 
  56      1400  5.50  2.0  3.1     2.968    2.174    1.652    1.286    0.916 
  56      1400  5.50  3.0  3.1     4.449    3.257    2.476    1.925    1.371 
  56      1400  5.50  4.0  3.1     5.930    4.337    3.298    2.562    1.823 
  56      1400  5.50  5.0  3.1     7.409    5.415    4.120    3.196    2.273 
  56      1400  5.50  6.0  3.1     8.886    6.490    4.940    3.828    2.721 
  56      1400  5.50  7.0  3.1    10.363    7.563    5.760    4.459    3.167 
  56      1400  5.50  8.0  3.1    11.839    8.634    6.578    5.087    3.610 
  56      1400  5.50  9.0  3.1    13.313    9.703    7.395    5.713    4.051 
  56      1400  5.50 10.0  3.1    14.786   10.770    8.211    6.337    4.491 
  57      1400  6.00  1.0  3.1     1.484    1.089    0.827    0.644    0.459 
  57      1400  6.00  2.0  3.1     2.967    2.174    1.652    1.285    0.916 
  57      1400  6.00  3.0  3.1     4.449    3.257    2.476    1.924    1.371 
  57      1400  6.00  4.0  3.1     5.929    4.337    3.299    2.561    1.823 
  57      1400  6.00  5.0  3.1     7.408    5.415    4.120    3.195    2.273 
  57      1400  6.00  6.0  3.1     8.886    6.490    4.941    3.828    2.721 
  57      1400  6.00  7.0  3.1    10.362    7.563    5.760    4.458    3.166 
