# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          V        u        v        b        y     Hb_w     Hb_n
  30      1000  4.00  2.0  3.1     1.695    3.076    2.750    2.437    1.980    2.337    2.366 
  30      1000  4.00  3.0  3.1     2.537    4.612    4.124    3.654    2.970    3.504    3.548 
  30      1000  4.00  4.0  3.1     3.377    6.147    5.497    4.871    3.959    4.672    4.731 
  30      1000  4.00  5.0  3.1     4.214    7.680    6.870    6.086    4.947    5.839    5.913 
  30      1000  4.00  6.0  3.1     5.049    9.213    8.242    7.301    5.935    7.006    7.096 
  30      1000  4.00  7.0  3.1     5.880   10.744    9.613    8.514    6.922    8.173    8.278 
  30      1000  4.00  8.0  3.1     6.710   12.274   10.985    9.727    7.909    9.340    9.461 
  30      1000  4.00  9.0  3.1     7.536   13.803   12.355   10.938    8.895   10.506   10.643 
  30      1000  4.00 10.0  3.1     8.361   15.331   13.725   12.149    9.881   11.672   11.826 
  31      1000  4.50  1.0  3.1     0.848    1.538    1.375    1.218    0.990    1.168    1.183 
  31      1000  4.50  2.0  3.1     1.693    3.074    2.749    2.436    1.980    2.336    2.365 
  31      1000  4.50  3.0  3.1     2.535    4.610    4.123    3.653    2.969    3.504    3.548 
  31      1000  4.50  4.0  3.1     3.374    6.144    5.496    4.869    3.958    4.671    4.731 
  31      1000  4.50  5.0  3.1     4.211    7.677    6.868    6.084    4.946    5.838    5.913 
  31      1000  4.50  6.0  3.1     5.045    9.208    8.240    7.298    5.934    7.005    7.096 
  31      1000  4.50  7.0  3.1     5.876   10.739    9.611    8.511    6.921    8.172    8.278 
  31      1000  4.50  8.0  3.1     6.704   12.268   10.982    9.723    7.908    9.338    9.461 
  31      1000  4.50  9.0  3.1     7.531   13.797   12.352   10.934    8.894   10.505   10.643 
  31      1000  4.50 10.0  3.1     8.355   15.324   13.721   12.144    9.879   11.670   11.826 
  32      1000  5.00  1.0  3.1     0.848    1.537    1.374    1.218    0.990    1.168    1.183 
  32      1000  5.00  2.0  3.1     1.692    3.073    2.748    2.435    1.979    2.336    2.366 
  32      1000  5.00  3.0  3.1     2.534    4.607    4.121    3.652    2.968    3.504    3.548 
  32      1000  5.00  4.0  3.1     3.372    6.140    5.494    4.867    3.957    4.671    4.731 
  32      1000  5.00  5.0  3.1     4.208    7.672    6.866    6.082    4.945    5.838    5.913 
  32      1000  5.00  6.0  3.1     5.041    9.203    8.237    7.295    5.933    7.005    7.096 
  32      1000  5.00  7.0  3.1     5.872   10.733    9.608    8.508    6.920    8.172    8.278 
  32      1000  5.00  8.0  3.1     6.700   12.262   10.978    9.719    7.906    9.338    9.461 
  32      1000  5.00  9.0  3.1     7.526   13.789   12.347   10.930    8.892   10.504   10.643 
  32      1000  5.00 10.0  3.1     8.349   15.316   13.716   12.140    9.878   11.670   11.826 
  33      1000  5.50  1.0  3.1     0.848    1.536    1.374    1.218    0.990    1.168    1.183 
  33      1000  5.50  2.0  3.1     1.693    3.072    2.748    2.436    1.980    2.335    2.365 
  33      1000  5.50  3.0  3.1     2.535    4.606    4.121    3.652    2.969    3.503    3.548 
  33      1000  5.50  4.0  3.1     3.375    6.139    5.493    4.868    3.958    4.670    4.731 
  33      1000  5.50  5.0  3.1     4.211    7.670    6.865    6.082    4.946    5.837    5.913 
  33      1000  5.50  6.0  3.1     5.045    9.201    8.236    7.296    5.933    7.004    7.096 
  33      1000  5.50  7.0  3.1     5.877   10.731    9.607    8.509    6.920    8.171    8.278 
  33      1000  5.50  8.0  3.1     6.706   12.259   10.977    9.720    7.907    9.337    9.461 
  33      1000  5.50  9.0  3.1     7.532   13.786   12.347   10.931    8.893   10.503   10.643 
  33      1000  5.50 10.0  3.1     8.357   15.313   13.715   12.141    9.879   11.669   11.825 
  34      1000  6.00  1.0  3.1     0.852    1.538    1.374    1.219    0.991    1.169    1.182 
  34      1000  6.00  2.0  3.1     1.702    3.075    2.749    2.437    1.981    2.337    2.365 
  34      1000  6.00  3.0  3.1     2.548    4.610    4.122    3.655    2.971    3.505    3.547 
  34      1000  6.00  4.0  3.1     3.391    6.144    5.496    4.871    3.960    4.672    4.730 
  34      1000  6.00  5.0  3.1     4.231    7.677    6.868    6.087    4.949    5.840    5.913 
  34      1000  6.00  6.0  3.1     5.068    9.209    8.240    7.301    5.937    7.007    7.095 
  34      1000  6.00  7.0  3.1     5.903   10.739    9.612    8.515    6.924    8.173    8.278 
  34      1000  6.00  8.0  3.1     6.735   12.269   10.982    9.728    7.912    9.340    9.460 
  34      1000  6.00  9.0  3.1     7.565   13.797   12.353   10.940    8.898   10.506   10.643 
  34      1000  6.00 10.0  3.1     8.392   15.324   13.722   12.150    9.884   11.672   11.825 
  35      1100  3.50  1.0  3.1     0.861    1.544    1.377    1.222    0.991    1.169    1.183 
  35      1100  3.50  2.0  3.1     1.718    3.086    2.754    2.443    1.983    2.338    2.366 
  35      1100  3.50  3.0  3.1     2.572    4.627    4.130    3.663    2.974    3.507    3.548 
  35      1100  3.50  4.0  3.1     3.422    6.167    5.506    4.882    3.964    4.675    4.731 
  35      1100  3.50  5.0  3.1     4.269    7.705    6.881    6.100    4.954    5.843    5.914 
  35      1100  3.50  6.0  3.1     5.113    9.241    8.255    7.317    5.943    7.011    7.096 
  35      1100  3.50  7.0  3.1     5.954   10.777    9.629    8.533    6.932    8.178    8.279 
  35      1100  3.50  8.0  3.1     6.793   12.311   11.002    9.749    7.921    9.345    9.461 
  35      1100  3.50  9.0  3.1     7.628   13.844   12.375   10.963    8.908   10.512   10.644 
  35      1100  3.50 10.0  3.1     8.461   15.376   13.747   12.177    9.896   11.679   11.826 
  36      1100  4.00  1.0  3.1     0.861    1.544    1.377    1.221    0.992    1.169    1.183 
  36      1100  4.00  2.0  3.1     1.719    3.086    2.754    2.442    1.983    2.338    2.366 
  36      1100  4.00  3.0  3.1     2.574    4.628    4.130    3.662    2.974    3.506    3.549 
  36      1100  4.00  4.0  3.1     3.425    6.167    5.506    4.882    3.965    4.675    4.731 
  36      1100  4.00  5.0  3.1     4.273    7.706    6.881    6.100    4.955    5.843    5.914 
  36      1100  4.00  6.0  3.1     5.117    9.243    8.256    7.317    5.944    7.011    7.096 
  36      1100  4.00  7.0  3.1     5.959   10.778    9.630    8.534    6.933    8.178    8.279 
  36      1100  4.00  8.0  3.1     6.798   12.313   11.003    9.749    7.922    9.345    9.461 
  36      1100  4.00  9.0  3.1     7.635   13.846   12.376   10.964    8.910   10.512   10.644 
  36      1100  4.00 10.0  3.1     8.469   15.378   13.749   12.178    9.897   11.679   11.827 
  37      1100  4.50  1.0  3.1     0.862    1.543    1.377    1.221    0.992    1.169    1.183 
  37      1100  4.50  2.0  3.1     1.719    3.085    2.753    2.442    1.984    2.338    2.365 
  37      1100  4.50  3.0  3.1     2.573    4.626    4.129    3.662    2.975    3.506    3.548 
  37      1100  4.50  4.0  3.1     3.424    6.165    5.505    4.881    3.965    4.674    4.731 
  37      1100  4.50  5.0  3.1     4.272    7.702    6.880    6.099    4.955    5.842    5.913 
  37      1100  4.50  6.0  3.1     5.117    9.239    8.254    7.316    5.944    7.010    7.096 
  37      1100  4.50  7.0  3.1     5.958   10.774    9.628    8.532    6.933    8.178    8.279 
  37      1100  4.50  8.0  3.1     6.797   12.308   11.001    9.748    7.922    9.345    9.461 
  37      1100  4.50  9.0  3.1     7.634   13.840   12.374   10.962    8.910   10.512   10.644 
  37      1100  4.50 10.0  3.1     8.467   15.372   13.746   12.176    9.897   11.678   11.826 
  38      1100  5.00  1.0  3.1     0.862    1.543    1.377    1.221    0.992    1.169    1.183 
  38      1100  5.00  2.0  3.1     1.720    3.084    2.754    2.442    1.984    2.338    2.365 
  38      1100  5.00  3.0  3.1     2.575    4.624    4.129    3.662    2.975    3.506    3.548 
  38      1100  5.00  4.0  3.1     3.426    6.163    5.505    4.881    3.965    4.674    4.731 
  38      1100  5.00  5.0  3.1     4.275    7.700    6.880    6.099    4.955    5.842    5.913 
  38      1100  5.00  6.0  3.1     5.120    9.236    8.254    7.316    5.945    7.010    7.096 
  38      1100  5.00  7.0  3.1     5.962   10.771    9.627    8.532    6.934    8.178    8.278 
  38      1100  5.00  8.0  3.1     6.802   12.304   11.000    9.747    7.922    9.345    9.461 
  38      1100  5.00  9.0  3.1     7.639   13.837   12.373   10.962    8.910   10.512   10.643 
  38      1100  5.00 10.0  3.1     8.473   15.368   13.745   12.175    9.897   11.678   11.826 
  39      1100  5.50  1.0  3.1     0.864    1.542    1.377    1.222    0.992    1.169    1.183 
  39      1100  5.50  2.0  3.1     1.723    3.083    2.754    2.442    1.984    2.338    2.365 
  39      1100  5.50  3.0  3.1     2.580    4.623    4.130    3.662    2.975    3.506    3.548 
  39      1100  5.50  4.0  3.1     3.432    6.161    5.505    4.881    3.965    4.674    4.730 
  39      1100  5.50  5.0  3.1     4.282    7.698    6.880    6.099    4.955    5.842    5.913 
  39      1100  5.50  6.0  3.1     5.129    9.234    8.254    7.317    5.945    7.010    7.096 
  39      1100  5.50  7.0  3.1     5.972   10.768    9.628    8.533    6.934    8.178    8.278 
  39      1100  5.50  8.0  3.1     6.813   12.301   11.001    9.748    7.923    9.345    9.461 
  39      1100  5.50  9.0  3.1     7.651   13.833   12.373   10.963    8.911   10.512   10.643 
  39      1100  5.50 10.0  3.1     8.486   15.364   13.745   12.176    9.898   11.679   11.826 
  40      1100  6.00  1.0  3.1     0.847    1.538    1.374    1.219    0.990    1.168    1.182 
  40      1100  6.00  2.0  3.1     1.691    3.075    2.749    2.437    1.980    2.336    2.365 
  40      1100  6.00  3.0  3.1     2.532    4.610    4.122    3.654    2.969    3.504    3.547 
  40      1100  6.00  4.0  3.1     3.370    6.145    5.495    4.870    3.958    4.671    4.730 
  40      1100  6.00  5.0  3.1     4.206    7.678    6.868    6.085    4.946    5.838    5.912 
  40      1100  6.00  6.0  3.1     5.038    9.209    8.240    7.299    5.934    7.005    7.095 
  40      1100  6.00  7.0  3.1     5.869   10.740    9.611    8.512    6.921    8.172    8.278 
  40      1100  6.00  8.0  3.1     6.697   12.270   10.981    9.724    7.907    9.338    9.460 
  40      1100  6.00  9.0  3.1     7.522   13.798   12.352   10.936    8.893   10.505   10.642 
  40      1100  6.00 10.0  3.1     8.345   15.326   13.721   12.146    9.879   11.671   11.825 
  41      1200  3.50  1.0  3.1     0.873    1.550    1.380    1.224    0.993    1.170    1.182 
  41      1200  3.50  2.0  3.1     1.743    3.098    2.759    2.447    1.986    2.340    2.365 
  41      1200  3.50  3.0  3.1     2.608    4.645    4.138    3.670    2.978    3.509    3.548 
  41      1200  3.50  4.0  3.1     3.470    6.190    5.516    4.891    3.970    4.678    4.730 
  41      1200  3.50  5.0  3.1     4.328    7.733    6.893    6.112    4.961    5.847    5.913 
  41      1200  3.50  6.0  3.1     5.183    9.275    8.270    7.332    5.952    7.015    7.096 
  41      1200  3.50  7.0  3.1     6.034   10.816    9.647    8.551    6.943    8.183    8.278 
  41      1200  3.50  8.0  3.1     6.882   12.355   11.023    9.769    7.932    9.351    9.461 
  41      1200  3.50  9.0  3.1     7.728   13.893   12.398   10.986    8.922   10.519   10.644 
  41      1200  3.50 10.0  3.1     8.570   15.429   13.773   12.203    9.910   11.686   11.826 
  42      1200  4.00  1.0  3.1     0.873    1.550    1.380    1.224    0.993    1.170    1.182 
  42      1200  4.00  2.0  3.1     1.743    3.098    2.759    2.447    1.986    2.340    2.365 
  42      1200  4.00  3.0  3.1     2.608    4.645    4.138    3.670    2.978    3.509    3.548 
  42      1200  4.00  4.0  3.1     3.470    6.190    5.516    4.891    3.970    4.678    4.730 
  42      1200  4.00  5.0  3.1     4.328    7.733    6.893    6.112    4.961    5.847    5.913 
  42      1200  4.00  6.0  3.1     5.183    9.275    8.270    7.332    5.952    7.015    7.096 
  42      1200  4.00  7.0  3.1     6.034   10.816    9.647    8.551    6.943    8.183    8.278 
  42      1200  4.00  8.0  3.1     6.882   12.355   11.023    9.769    7.932    9.351    9.461 
  42      1200  4.00  9.0  3.1     7.728   13.893   12.398   10.986    8.922   10.519   10.644 
  42      1200  4.00 10.0  3.1     8.570   15.429   13.773   12.203    9.910   11.686   11.826 
  43      1200  4.50  1.0  3.1     0.873    1.550    1.380    1.224    0.993    1.170    1.182 
  43      1200  4.50  2.0  3.1     1.743    3.098    2.759    2.447    1.986    2.340    2.365 
  43      1200  4.50  3.0  3.1     2.608    4.645    4.138    3.670    2.978    3.509    3.548 
  43      1200  4.50  4.0  3.1     3.470    6.190    5.516    4.891    3.970    4.678    4.730 
  43      1200  4.50  5.0  3.1     4.328    7.733    6.893    6.112    4.961    5.847    5.913 
  43      1200  4.50  6.0  3.1     5.183    9.275    8.270    7.332    5.952    7.015    7.096 
  43      1200  4.50  7.0  3.1     6.034   10.816    9.647    8.551    6.943    8.183    8.278 
  43      1200  4.50  8.0  3.1     6.882   12.355   11.023    9.769    7.932    9.351    9.461 
  43      1200  4.50  9.0  3.1     7.728   13.893   12.398   10.986    8.922   10.519   10.644 
  43      1200  4.50 10.0  3.1     8.570   15.429   13.773   12.203    9.910   11.686   11.826 
  44      1200  5.00  1.0  3.1     0.872    1.549    1.379    1.223    0.993    1.169    1.183 
  44      1200  5.00  2.0  3.1     1.740    3.096    2.758    2.446    1.986    2.339    2.366 
  44      1200  5.00  3.0  3.1     2.605    4.641    4.136    3.668    2.978    3.508    3.549 
  44      1200  5.00  4.0  3.1     3.465    6.185    5.514    4.889    3.970    4.677    4.731 
  44      1200  5.00  5.0  3.1     4.322    7.727    6.891    6.110    4.961    5.845    5.914 
  44      1200  5.00  6.0  3.1     5.176    9.268    8.267    7.329    5.952    7.014    7.096 
  44      1200  5.00  7.0  3.1     6.026   10.807    9.643    8.547    6.942    8.182    8.279 
  44      1200  5.00  8.0  3.1     6.873   12.345   11.018    9.765    7.931    9.349    9.462 
  44      1200  5.00  9.0  3.1     7.718   13.882   12.393   10.982    8.921   10.517   10.644 
  44      1200  5.00 10.0  3.1     8.559   15.417   13.767   12.198    9.909   11.684   11.827 
  45      1200  6.00  1.0  3.1     0.877    1.548    1.379    1.224    0.994    1.170    1.183 
  45      1200  6.00  2.0  3.1     1.748    3.095    2.758    2.448    1.987    2.339    2.365 
  45      1200  6.00  3.0  3.1     2.616    4.640    4.137    3.670    2.979    3.509    3.548 
  45      1200  6.00  4.0  3.1     3.481    6.183    5.515    4.892    3.971    4.678    4.731 
  45      1200  6.00  5.0  3.1     4.341    7.725    6.892    6.113    4.963    5.846    5.914 
  45      1200  6.00  6.0  3.1     5.198    9.266    8.269    7.332    5.954    7.015    7.096 
  45      1200  6.00  7.0  3.1     6.052   10.805    9.645    8.552    6.945    8.183    8.279 
  45      1200  6.00  8.0  3.1     6.902   12.343   11.020    9.770    7.935    9.351    9.461 
  45      1200  6.00  9.0  3.1     7.750   13.880   12.395   10.987    8.924   10.519   10.644 
  45      1200  6.00 10.0  3.1     8.594   15.415   13.770   12.203    9.913   11.686   11.827 
  46      1300  3.50  1.0  3.1     0.885    1.556    1.382    1.226    0.995    1.171    1.182 
  46      1300  3.50  2.0  3.1     1.766    3.110    2.764    2.452    1.989    2.341    2.365 
  46      1300  3.50  3.0  3.1     2.643    4.663    4.145    3.676    2.983    3.511    3.548 
  46      1300  3.50  4.0  3.1     3.516    6.213    5.525    4.900    3.976    4.680    4.731 
  46      1300  3.50  5.0  3.1     4.384    7.762    6.905    6.123    4.969    5.850    5.913 
  46      1300  3.50  6.0  3.1     5.249    9.309    8.284    7.345    5.961    7.019    7.096 
  46      1300  3.50  7.0  3.1     6.111   10.855    9.663    8.566    6.953    8.188    8.279 
  46      1300  3.50  8.0  3.1     6.968   12.399   11.041    9.787    7.944    9.356    9.461 
  46      1300  3.50  9.0  3.1     7.823   13.942   12.419   11.006    8.934   10.524   10.644 
