# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          I        J        H       Ks
 565     26000  5.00  6.0  3.1     3.693    1.737    1.095    0.706 
 565     26000  5.00  7.0  3.1     4.297    2.024    1.277    0.824 
 565     26000  5.00  8.0  3.1     4.898    2.311    1.458    0.941 
 565     26000  5.00  9.0  3.1     5.495    2.597    1.640    1.058 
 565     26000  5.00 10.0  3.1     6.089    2.883    1.821    1.176 
 566     27000  3.50  1.0  3.1     0.624    0.291    0.183    0.117 
 566     27000  3.50  2.0  3.1     1.245    0.581    0.366    0.235 
 566     27000  3.50  3.0  3.1     1.862    0.871    0.548    0.353 
 566     27000  3.50  4.0  3.1     2.476    1.160    0.731    0.470 
 566     27000  3.50  5.0  3.1     3.087    1.449    0.913    0.588 
 566     27000  3.50  6.0  3.1     3.694    1.736    1.095    0.705 
 566     27000  3.50  7.0  3.1     4.298    2.024    1.277    0.823 
 566     27000  3.50  8.0  3.1     4.899    2.311    1.458    0.940 
 566     27000  3.50  9.0  3.1     5.496    2.597    1.640    1.058 
 566     27000  3.50 10.0  3.1     6.089    2.882    1.821    1.175 
 567     27000  4.00  1.0  3.1     0.624    0.291    0.183    0.118 
 567     27000  4.00  2.0  3.1     1.244    0.581    0.366    0.236 
 567     27000  4.00  3.0  3.1     1.862    0.871    0.548    0.353 
 567     27000  4.00  4.0  3.1     2.476    1.160    0.731    0.471 
 567     27000  4.00  5.0  3.1     3.086    1.449    0.913    0.589 
 567     27000  4.00  6.0  3.1     3.694    1.737    1.095    0.706 
 567     27000  4.00  7.0  3.1     4.298    2.024    1.277    0.824 
 567     27000  4.00  8.0  3.1     4.898    2.311    1.458    0.941 
 567     27000  4.00  9.0  3.1     5.495    2.597    1.640    1.058 
 567     27000  4.00 10.0  3.1     6.089    2.883    1.821    1.176 
 568     27000  4.50  1.0  3.1     0.624    0.291    0.183    0.118 
 568     27000  4.50  2.0  3.1     1.244    0.581    0.366    0.236 
 568     27000  4.50  3.0  3.1     1.862    0.871    0.548    0.354 
 568     27000  4.50  4.0  3.1     2.476    1.160    0.731    0.471 
 568     27000  4.50  5.0  3.1     3.087    1.448    0.913    0.589 
 568     27000  4.50  6.0  3.1     3.694    1.736    1.095    0.706 
 568     27000  4.50  7.0  3.1     4.298    2.024    1.277    0.824 
 568     27000  4.50  8.0  3.1     4.898    2.311    1.458    0.941 
 568     27000  4.50  9.0  3.1     5.495    2.597    1.640    1.058 
 568     27000  4.50 10.0  3.1     6.089    2.882    1.821    1.176 
 569     27000  5.00  1.0  3.1     0.624    0.290    0.183    0.117 
 569     27000  5.00  2.0  3.1     1.245    0.581    0.366    0.235 
 569     27000  5.00  3.0  3.1     1.862    0.870    0.549    0.353 
 569     27000  5.00  4.0  3.1     2.476    1.160    0.731    0.470 
 569     27000  5.00  5.0  3.1     3.087    1.448    0.913    0.588 
 569     27000  5.00  6.0  3.1     3.694    1.736    1.095    0.705 
 569     27000  5.00  7.0  3.1     4.298    2.023    1.277    0.823 
 569     27000  5.00  8.0  3.1     4.899    2.310    1.459    0.940 
 569     27000  5.00  9.0  3.1     5.496    2.596    1.640    1.058 
 569     27000  5.00 10.0  3.1     6.090    2.882    1.822    1.175 
 570     28000  3.50  1.0  3.1     0.625    0.290    0.183    0.118 
 570     28000  3.50  2.0  3.1     1.245    0.581    0.365    0.236 
 570     28000  3.50  3.0  3.1     1.863    0.870    0.548    0.353 
 570     28000  3.50  4.0  3.1     2.477    1.160    0.730    0.471 
 570     28000  3.50  5.0  3.1     3.088    1.448    0.913    0.588 
 570     28000  3.50  6.0  3.1     3.695    1.736    1.095    0.706 
 570     28000  3.50  7.0  3.1     4.299    2.023    1.276    0.823 
 570     28000  3.50  8.0  3.1     4.899    2.310    1.458    0.941 
 570     28000  3.50  9.0  3.1     5.496    2.596    1.640    1.058 
 570     28000  3.50 10.0  3.1     6.090    2.882    1.821    1.175 
 571     28000  4.00  1.0  3.1     0.624    0.291    0.183    0.118 
 571     28000  4.00  2.0  3.1     1.245    0.581    0.365    0.235 
 571     28000  4.00  3.0  3.1     1.862    0.871    0.548    0.353 
 571     28000  4.00  4.0  3.1     2.476    1.160    0.730    0.471 
 571     28000  4.00  5.0  3.1     3.087    1.448    0.913    0.588 
 571     28000  4.00  6.0  3.1     3.694    1.736    1.095    0.706 
 571     28000  4.00  7.0  3.1     4.298    2.023    1.276    0.823 
 571     28000  4.00  8.0  3.1     4.899    2.310    1.458    0.940 
 571     28000  4.00  9.0  3.1     5.496    2.597    1.640    1.058 
 571     28000  4.00 10.0  3.1     6.090    2.882    1.821    1.175 
 572     28000  4.50  1.0  3.1     0.624    0.291    0.183    0.118 
 572     28000  4.50  2.0  3.1     1.245    0.581    0.365    0.235 
 572     28000  4.50  3.0  3.1     1.862    0.871    0.548    0.353 
 572     28000  4.50  4.0  3.1     2.476    1.160    0.730    0.471 
 572     28000  4.50  5.0  3.1     3.087    1.448    0.913    0.588 
 572     28000  4.50  6.0  3.1     3.694    1.736    1.095    0.706 
 572     28000  4.50  7.0  3.1     4.298    2.024    1.276    0.823 
 572     28000  4.50  8.0  3.1     4.899    2.311    1.458    0.941 
 572     28000  4.50  9.0  3.1     5.496    2.597    1.640    1.058 
 572     28000  4.50 10.0  3.1     6.090    2.882    1.821    1.175 
 573     28000  5.00  1.0  3.1     0.624    0.291    0.183    0.118 
 573     28000  5.00  2.0  3.1     1.245    0.581    0.365    0.236 
 573     28000  5.00  3.0  3.1     1.862    0.871    0.548    0.354 
 573     28000  5.00  4.0  3.1     2.476    1.160    0.730    0.471 
 573     28000  5.00  5.0  3.1     3.087    1.449    0.912    0.589 
 573     28000  5.00  6.0  3.1     3.694    1.736    1.095    0.706 
 573     28000  5.00  7.0  3.1     4.298    2.024    1.276    0.824 
 573     28000  5.00  8.0  3.1     4.899    2.311    1.458    0.941 
 573     28000  5.00  9.0  3.1     5.496    2.597    1.640    1.058 
 573     28000  5.00 10.0  3.1     6.090    2.883    1.821    1.176 
 574     29000  3.50  1.0  3.1     0.624    0.291    0.183    0.117 
 574     29000  3.50  2.0  3.1     1.245    0.582    0.366    0.235 
 574     29000  3.50  3.0  3.1     1.863    0.871    0.548    0.353 
 574     29000  3.50  4.0  3.1     2.477    1.160    0.731    0.470 
 574     29000  3.50  5.0  3.1     3.087    1.449    0.913    0.588 
 574     29000  3.50  6.0  3.1     3.695    1.737    1.095    0.705 
 574     29000  3.50  7.0  3.1     4.299    2.024    1.277    0.823 
 574     29000  3.50  8.0  3.1     4.899    2.311    1.458    0.940 
 574     29000  3.50  9.0  3.1     5.497    2.597    1.640    1.058 
 574     29000  3.50 10.0  3.1     6.090    2.883    1.821    1.175 
 575     29000  4.00  1.0  3.1     0.624    0.291    0.183    0.117 
 575     29000  4.00  2.0  3.1     1.245    0.581    0.366    0.235 
 575     29000  4.00  3.0  3.1     1.862    0.871    0.548    0.353 
 575     29000  4.00  4.0  3.1     2.477    1.160    0.731    0.470 
 575     29000  4.00  5.0  3.1     3.087    1.448    0.913    0.588 
 575     29000  4.00  6.0  3.1     3.695    1.736    1.095    0.706 
 575     29000  4.00  7.0  3.1     4.299    2.024    1.277    0.823 
 575     29000  4.00  8.0  3.1     4.899    2.310    1.458    0.940 
 575     29000  4.00  9.0  3.1     5.497    2.597    1.640    1.058 
 575     29000  4.00 10.0  3.1     6.091    2.882    1.821    1.175 
 576     29000  4.50  1.0  3.1     0.624    0.291    0.183    0.118 
 576     29000  4.50  2.0  3.1     1.245    0.581    0.366    0.236 
 576     29000  4.50  3.0  3.1     1.863    0.871    0.548    0.354 
 576     29000  4.50  4.0  3.1     2.477    1.160    0.731    0.471 
 576     29000  4.50  5.0  3.1     3.088    1.449    0.913    0.589 
 576     29000  4.50  6.0  3.1     3.695    1.737    1.095    0.706 
 576     29000  4.50  7.0  3.1     4.299    2.024    1.277    0.824 
 576     29000  4.50  8.0  3.1     4.900    2.311    1.458    0.941 
 576     29000  4.50  9.0  3.1     5.497    2.597    1.640    1.058 
 576     29000  4.50 10.0  3.1     6.091    2.883    1.821    1.176 
 577     29000  5.00  1.0  3.1     0.625    0.291    0.183    0.117 
 577     29000  5.00  2.0  3.1     1.245    0.581    0.366    0.235 
 577     29000  5.00  3.0  3.1     1.863    0.871    0.549    0.353 
 577     29000  5.00  4.0  3.1     2.477    1.160    0.731    0.470 
 577     29000  5.00  5.0  3.1     3.088    1.449    0.913    0.588 
 577     29000  5.00  6.0  3.1     3.695    1.736    1.095    0.705 
 577     29000  5.00  7.0  3.1     4.299    2.024    1.277    0.823 
 577     29000  5.00  8.0  3.1     4.900    2.311    1.459    0.940 
 577     29000  5.00  9.0  3.1     5.497    2.597    1.640    1.058 
 577     29000  5.00 10.0  3.1     6.091    2.883    1.822    1.175 
 578     30000  3.50  1.0  3.1     0.624    0.291    0.183    0.118 
 578     30000  3.50  2.0  3.1     1.245    0.581    0.366    0.236 
 578     30000  3.50  3.0  3.1     1.863    0.871    0.548    0.353 
 578     30000  3.50  4.0  3.1     2.477    1.160    0.731    0.471 
 578     30000  3.50  5.0  3.1     3.088    1.449    0.913    0.589 
 578     30000  3.50  6.0  3.1     3.695    1.737    1.095    0.706 
 578     30000  3.50  7.0  3.1     4.299    2.024    1.277    0.824 
 578     30000  3.50  8.0  3.1     4.900    2.311    1.458    0.941 
 578     30000  3.50  9.0  3.1     5.497    2.597    1.640    1.058 
 578     30000  3.50 10.0  3.1     6.091    2.883    1.821    1.176 
 579     30000  4.00  1.0  3.1     0.624    0.291    0.183    0.117 
 579     30000  4.00  2.0  3.1     1.245    0.581    0.365    0.235 
 579     30000  4.00  3.0  3.1     1.863    0.871    0.548    0.353 
 579     30000  4.00  4.0  3.1     2.477    1.160    0.730    0.470 
 579     30000  4.00  5.0  3.1     3.088    1.448    0.913    0.588 
 579     30000  4.00  6.0  3.1     3.695    1.736    1.095    0.705 
 579     30000  4.00  7.0  3.1     4.299    2.024    1.276    0.823 
 579     30000  4.00  8.0  3.1     4.900    2.311    1.458    0.940 
 579     30000  4.00  9.0  3.1     5.497    2.597    1.640    1.058 
 579     30000  4.00 10.0  3.1     6.091    2.882    1.821    1.175 
 580     30000  4.50  1.0  3.1     0.624    0.291    0.183    0.118 
 580     30000  4.50  2.0  3.1     1.245    0.581    0.366    0.236 
 580     30000  4.50  3.0  3.1     1.862    0.871    0.549    0.354 
 580     30000  4.50  4.0  3.1     2.476    1.160    0.731    0.471 
 580     30000  4.50  5.0  3.1     3.087    1.448    0.913    0.589 
 580     30000  4.50  6.0  3.1     3.695    1.736    1.095    0.706 
 580     30000  4.50  7.0  3.1     4.299    2.024    1.277    0.824 
 580     30000  4.50  8.0  3.1     4.899    2.311    1.459    0.941 
 580     30000  4.50  9.0  3.1     5.497    2.597    1.640    1.058 
 580     30000  4.50 10.0  3.1     6.091    2.882    1.822    1.176 
 581     30000  5.00  1.0  3.1     0.625    0.291    0.183    0.117 
 581     30000  5.00  2.0  3.1     1.245    0.581    0.366    0.235 
 581     30000  5.00  3.0  3.1     1.863    0.871    0.548    0.353 
 581     30000  5.00  4.0  3.1     2.477    1.160    0.731    0.470 
 581     30000  5.00  5.0  3.1     3.088    1.449    0.913    0.588 
 581     30000  5.00  6.0  3.1     3.695    1.737    1.095    0.706 
 581     30000  5.00  7.0  3.1     4.299    2.024    1.277    0.823 
 581     30000  5.00  8.0  3.1     4.900    2.311    1.459    0.940 
 581     30000  5.00  9.0  3.1     5.497    2.597    1.640    1.058 
 581     30000  5.00 10.0  3.1     6.091    2.883    1.822    1.175 
 582     31000  3.50  1.0  3.1     0.624    0.291    0.183    0.118 
 582     31000  3.50  2.0  3.1     1.245    0.582    0.366    0.236 
 582     31000  3.50  3.0  3.1     1.862    0.871    0.548    0.353 
 582     31000  3.50  4.0  3.1     2.477    1.160    0.730    0.471 
 582     31000  3.50  5.0  3.1     3.087    1.449    0.913    0.588 
 582     31000  3.50  6.0  3.1     3.695    1.737    1.095    0.706 
 582     31000  3.50  7.0  3.1     4.299    2.024    1.277    0.823 
 582     31000  3.50  8.0  3.1     4.900    2.311    1.458    0.941 
 582     31000  3.50  9.0  3.1     5.497    2.597    1.640    1.058 
 582     31000  3.50 10.0  3.1     6.091    2.883    1.821    1.175 
 583     31000  4.00  1.0  3.1     0.624    0.291    0.183    0.118 
 583     31000  4.00  2.0  3.1     1.245    0.582    0.366    0.236 
 583     31000  4.00  3.0  3.1     1.863    0.871    0.549    0.353 
 583     31000  4.00  4.0  3.1     2.477    1.160    0.731    0.471 
 583     31000  4.00  5.0  3.1     3.088    1.449    0.913    0.588 
 583     31000  4.00  6.0  3.1     3.695    1.737    1.095    0.706 
 583     31000  4.00  7.0  3.1     4.300    2.024    1.277    0.823 
 583     31000  4.00  8.0  3.1     4.900    2.311    1.459    0.941 
 583     31000  4.00  9.0  3.1     5.498    2.597    1.640    1.058 
 583     31000  4.00 10.0  3.1     6.092    2.883    1.822    1.175 
 584     31000  4.50  1.0  3.1     0.625    0.291    0.183    0.118 
 584     31000  4.50  2.0  3.1     1.246    0.581    0.366    0.236 
 584     31000  4.50  3.0  3.1     1.863    0.871    0.549    0.354 
 584     31000  4.50  4.0  3.1     2.477    1.160    0.731    0.471 
 584     31000  4.50  5.0  3.1     3.088    1.449    0.913    0.589 
 584     31000  4.50  6.0  3.1     3.696    1.737    1.095    0.706 
 584     31000  4.50  7.0  3.1     4.300    2.024    1.277    0.824 
 584     31000  4.50  8.0  3.1     4.900    2.311    1.459    0.941 
 584     31000  4.50  9.0  3.1     5.498    2.597    1.640    1.058 
 584     31000  4.50 10.0  3.1     6.092    2.883    1.822    1.176 
 585     31000  5.00  1.0  3.1     0.624    0.291    0.183    0.118 
 585     31000  5.00  2.0  3.1     1.245    0.581    0.365    0.236 
 585     31000  5.00  3.0  3.1     1.863    0.871    0.548    0.354 
 585     31000  5.00  4.0  3.1     2.477    1.160    0.730    0.471 
 585     31000  5.00  5.0  3.1     3.088    1.449    0.913    0.589 
 585     31000  5.00  6.0  3.1     3.695    1.737    1.095    0.706 
 585     31000  5.00  7.0  3.1     4.299    2.024    1.277    0.824 
 585     31000  5.00  8.0  3.1     4.900    2.311    1.458    0.941 
 585     31000  5.00  9.0  3.1     5.497    2.597    1.640    1.058 
 585     31000  5.00 10.0  3.1     6.091    2.883    1.821    1.176 
 586     32000  4.00  1.0  3.1     0.624    0.291    0.183    0.118 
 586     32000  4.00  2.0  3.1     1.245    0.582    0.365    0.235 
 586     32000  4.00  3.0  3.1     1.863    0.871    0.548    0.353 
 586     32000  4.00  4.0  3.1     2.477    1.160    0.730    0.471 
 586     32000  4.00  5.0  3.1     3.088    1.449    0.913    0.588 
 586     32000  4.00  6.0  3.1     3.696    1.737    1.095    0.706 
 586     32000  4.00  7.0  3.1     4.300    2.024    1.277    0.823 
 586     32000  4.00  8.0  3.1     4.901    2.311    1.458    0.941 
 586     32000  4.00  9.0  3.1     5.498    2.597    1.640    1.058 
 586     32000  4.00 10.0  3.1     6.092    2.883    1.821    1.175 
 587     32000  4.50  1.0  3.1     0.625    0.291    0.182    0.118 
 587     32000  4.50  2.0  3.1     1.246    0.582    0.365    0.236 
 587     32000  4.50  3.0  3.1     1.863    0.872    0.548    0.354 
 587     32000  4.50  4.0  3.1     2.478    1.161    0.730    0.471 
 587     32000  4.50  5.0  3.1     3.089    1.449    0.912    0.589 
 587     32000  4.50  6.0  3.1     3.696    1.737    1.095    0.706 
 587     32000  4.50  7.0  3.1     4.300    2.025    1.276    0.824 
 587     32000  4.50  8.0  3.1     4.901    2.312    1.458    0.941 
 587     32000  4.50  9.0  3.1     5.498    2.598    1.640    1.058 
 587     32000  4.50 10.0  3.1     6.092    2.883    1.821    1.176 
 588     32000  5.00  1.0  3.1     0.624    0.291    0.183    0.118 
 588     32000  5.00  2.0  3.1     1.245    0.581    0.366    0.236 
 588     32000  5.00  3.0  3.1     1.863    0.871    0.549    0.353 
 588     32000  5.00  4.0  3.1     2.477    1.160    0.731    0.471 
 588     32000  5.00  5.0  3.1     3.088    1.449    0.913    0.588 
 588     32000  5.00  6.0  3.1     3.695    1.737    1.096    0.706 
 588     32000  5.00  7.0  3.1     4.299    2.024    1.277    0.823 
 588     32000  5.00  8.0  3.1     4.900    2.311    1.459    0.941 
 588     32000  5.00  9.0  3.1     5.497    2.597    1.641    1.058 
 588     32000  5.00 10.0  3.1     6.091    2.883    1.822    1.175 
 589     33000  4.00  1.0  3.1     0.624    0.291    0.183    0.118 
 589     33000  4.00  2.0  3.1     1.245    0.581    0.366    0.235 
 589     33000  4.00  3.0  3.1     1.863    0.871    0.549    0.353 
 589     33000  4.00  4.0  3.1     2.477    1.160    0.731    0.471 
 589     33000  4.00  5.0  3.1     3.088    1.449    0.913    0.588 
 589     33000  4.00  6.0  3.1     3.696    1.737    1.095    0.706 
 589     33000  4.00  7.0  3.1     4.300    2.024    1.277    0.823 
 589     33000  4.00  8.0  3.1     4.901    2.311    1.459    0.941 
 589     33000  4.00  9.0  3.1     5.498    2.597    1.640    1.058 
 589     33000  4.00 10.0  3.1     6.093    2.883    1.822    1.175 
 590     33000  4.50  1.0  3.1     0.624    0.291    0.183    0.117 
 590     33000  4.50  2.0  3.1     1.245    0.581    0.366    0.235 
 590     33000  4.50  3.0  3.1     1.863    0.871    0.549    0.353 
 590     33000  4.50  4.0  3.1     2.477    1.160    0.731    0.470 
 590     33000  4.50  5.0  3.1     3.088    1.449    0.913    0.588 
 590     33000  4.50  6.0  3.1     3.696    1.737    1.095    0.706 
 590     33000  4.50  7.0  3.1     4.300    2.024    1.277    0.823 
 590     33000  4.50  8.0  3.1     4.901    2.311    1.459    0.940 
 590     33000  4.50  9.0  3.1     5.498    2.597    1.640    1.058 
 590     33000  4.50 10.0  3.1     6.092    2.883    1.822    1.175 
