# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          U        B        V        R        I        J        H        K
  27       900  5.00  9.0  3.1    12.907    9.510    7.417    5.261    4.733    2.416    1.589    1.011 
  27       900  5.00 10.0  3.1    14.338   10.558    8.230    5.829    5.252    2.683    1.765    1.123 
  28       900  5.50  1.0  3.1     1.436    1.065    0.833    0.600    0.532    0.270    0.176    0.113 
  28       900  5.50  2.0  3.1     2.872    2.127    1.664    1.196    1.062    0.539    0.351    0.227 
  28       900  5.50  3.0  3.1     4.308    3.188    2.493    1.788    1.591    0.809    0.527    0.340 
  28       900  5.50  4.0  3.1     5.742    4.246    3.318    2.375    2.118    1.078    0.703    0.453 
  28       900  5.50  5.0  3.1     7.177    5.302    4.142    2.959    2.644    1.346    0.878    0.566 
  28       900  5.50  6.0  3.1     8.610    6.356    4.963    3.540    3.168    1.614    1.053    0.679 
  28       900  5.50  7.0  3.1    10.043    7.408    5.783    4.116    3.690    1.882    1.228    0.792 
  28       900  5.50  8.0  3.1    11.475    8.459    6.600    4.690    4.212    2.149    1.403    0.905 
  28       900  5.50  9.0  3.1    12.907    9.508    7.415    5.260    4.732    2.416    1.577    1.018 
  28       900  5.50 10.0  3.1    14.338   10.555    8.228    5.827    5.251    2.683    1.752    1.131 
  29      1000  3.50  1.0  3.1     1.441    1.079    0.851    0.615    0.538    0.271    0.175    0.111 
  29      1000  3.50  2.0  3.1     2.881    2.156    1.698    1.225    1.074    0.542    0.351    0.222 
  29      1000  3.50  3.0  3.1     4.320    3.229    2.542    1.830    1.607    0.813    0.526    0.332 
  29      1000  3.50  4.0  3.1     5.759    4.300    3.383    2.431    2.140    1.083    0.701    0.443 
  29      1000  3.50  5.0  3.1     7.197    5.368    4.221    3.027    2.670    1.353    0.876    0.554 
  29      1000  3.50  6.0  3.1     8.634    6.433    5.056    3.619    3.199    1.623    1.051    0.664 
  29      1000  3.50  7.0  3.1    10.071    7.496    5.889    4.207    3.726    1.892    1.225    0.775 
  29      1000  3.50  8.0  3.1    11.506    8.557    6.719    4.791    4.251    2.160    1.399    0.885 
  29      1000  3.50  9.0  3.1    12.941    9.616    7.547    5.372    4.775    2.428    1.574    0.995 
  29      1000  3.50 10.0  3.1    14.376   10.673    8.373    5.949    5.298    2.696    1.748    1.106 
  30      1000  4.00  1.0  3.1     1.442    1.081    0.852    0.617    0.538    0.272    0.176    0.112 
  30      1000  4.00  2.0  3.1     2.882    2.159    1.701    1.230    1.075    0.543    0.351    0.223 
  30      1000  4.00  3.0  3.1     4.322    3.234    2.547    1.837    1.610    0.814    0.527    0.334 
  30      1000  4.00  4.0  3.1     5.761    4.305    3.390    2.439    2.143    1.085    0.702    0.445 
  30      1000  4.00  5.0  3.1     7.199    5.375    4.230    3.037    2.674    1.355    0.877    0.557 
  30      1000  4.00  6.0  3.1     8.637    6.441    5.067    3.631    3.203    1.625    1.052    0.668 
  30      1000  4.00  7.0  3.1    10.074    7.505    5.901    4.221    3.731    1.894    1.227    0.779 
  30      1000  4.00  8.0  3.1    11.510    8.567    6.733    4.806    4.257    2.163    1.402    0.889 
  30      1000  4.00  9.0  3.1    12.945    9.627    7.562    5.388    4.782    2.432    1.576    1.000 
  30      1000  4.00 10.0  3.1    14.380   10.684    8.389    5.967    5.305    2.700    1.750    1.111 
  31      1000  4.50  1.0  3.1     1.441    1.079    0.852    0.617    0.539    0.273    0.176    0.112 
  31      1000  4.50  2.0  3.1     2.881    2.156    1.700    1.229    1.076    0.544    0.352    0.224 
  31      1000  4.50  3.0  3.1     4.320    3.229    2.545    1.836    1.611    0.815    0.528    0.336 
  31      1000  4.50  4.0  3.1     5.758    4.300    3.387    2.439    2.144    1.086    0.704    0.448 
  31      1000  4.50  5.0  3.1     7.196    5.368    4.226    3.037    2.675    1.357    0.879    0.559 
  31      1000  4.50  6.0  3.1     8.633    6.434    5.062    3.630    3.204    1.626    1.054    0.671 
  31      1000  4.50  7.0  3.1    10.070    7.497    5.896    4.220    3.732    1.896    1.229    0.783 
  31      1000  4.50  8.0  3.1    11.505    8.557    6.727    4.806    4.258    2.165    1.404    0.894 
  31      1000  4.50  9.0  3.1    12.940    9.616    7.556    5.387    4.783    2.434    1.579    1.005 
  31      1000  4.50 10.0  3.1    14.375   10.673    8.382    5.966    5.306    2.702    1.753    1.117 
  32      1000  5.00  1.0  3.1     1.440    1.078    0.851    0.616    0.539    0.273    0.176    0.113 
  32      1000  5.00  2.0  3.1     2.880    2.153    1.698    1.228    1.075    0.545    0.353    0.225 
  32      1000  5.00  3.0  3.1     4.318    3.225    2.542    1.835    1.610    0.816    0.529    0.338 
  32      1000  5.00  4.0  3.1     5.756    4.295    3.384    2.438    2.143    1.087    0.705    0.450 
  32      1000  5.00  5.0  3.1     7.194    5.362    4.222    3.036    2.675    1.357    0.880    0.562 
  32      1000  5.00  6.0  3.1     8.630    6.426    5.058    3.629    3.204    1.628    1.056    0.675 
  32      1000  5.00  7.0  3.1    10.066    7.488    5.891    4.219    3.732    1.897    1.231    0.787 
  32      1000  5.00  8.0  3.1    11.501    8.548    6.722    4.805    4.258    2.166    1.407    0.899 
  32      1000  5.00  9.0  3.1    12.936    9.606    7.550    5.386    4.783    2.435    1.582    1.011 
  32      1000  5.00 10.0  3.1    14.370   10.662    8.376    5.965    5.307    2.704    1.757    1.123 
  33      1000  5.50  1.0  3.1     1.440    1.079    0.852    0.618    0.539    0.272    0.177    0.113 
  33      1000  5.50  2.0  3.1     2.880    2.154    1.700    1.232    1.076    0.545    0.354    0.226 
  33      1000  5.50  3.0  3.1     4.318    3.227    2.545    1.840    1.612    0.816    0.530    0.340 
  33      1000  5.50  4.0  3.1     5.756    4.297    3.388    2.443    2.145    1.088    0.707    0.453 
  33      1000  5.50  5.0  3.1     7.193    5.364    4.227    3.042    2.677    1.359    0.883    0.566 
  33      1000  5.50  6.0  3.1     8.630    6.429    5.064    3.637    3.207    1.629    1.059    0.678 
  33      1000  5.50  7.0  3.1    10.066    7.491    5.898    4.227    3.735    1.899    1.235    0.791 
  33      1000  5.50  8.0  3.1    11.501    8.551    6.729    4.814    4.261    2.169    1.410    0.904 
  33      1000  5.50  9.0  3.1    12.935    9.609    7.558    5.397    4.787    2.438    1.586    1.017 
  33      1000  5.50 10.0  3.1    14.369   10.665    8.385    5.976    5.310    2.707    1.761    1.129 
  34      1000  6.00  1.0  3.1     1.441    1.083    0.856    0.622    0.542    0.273    0.177    0.113 
  34      1000  6.00  2.0  3.1     2.881    2.162    1.709    1.240    1.081    0.546    0.354    0.227 
  34      1000  6.00  3.0  3.1     4.321    3.237    2.558    1.852    1.617    0.818    0.531    0.341 
  34      1000  6.00  4.0  3.1     5.760    4.310    3.404    2.459    2.152    1.091    0.708    0.454 
  34      1000  6.00  5.0  3.1     7.198    5.380    4.247    3.062    2.685    1.362    0.884    0.567 
  34      1000  6.00  6.0  3.1     8.635    6.448    5.087    3.660    3.216    1.633    1.061    0.681 
  34      1000  6.00  7.0  3.1    10.072    7.513    5.925    4.253    3.746    1.904    1.237    0.794 
  34      1000  6.00  8.0  3.1    11.508    8.575    6.759    4.843    4.274    2.174    1.413    0.907 
  34      1000  6.00  9.0  3.1    12.943    9.636    7.592    5.429    4.800    2.444    1.588    1.020 
  34      1000  6.00 10.0  3.1    14.378   10.694    8.421    6.011    5.325    2.714    1.764    1.133 
  35      1100  3.50  1.0  3.1     1.445    1.091    0.865    0.630    0.544    0.274    0.176    0.111 
  35      1100  3.50  2.0  3.1     2.889    2.179    1.725    1.254    1.085    0.547    0.352    0.222 
  35      1100  3.50  3.0  3.1     4.332    3.263    2.582    1.873    1.624    0.820    0.528    0.333 
  35      1100  3.50  4.0  3.1     5.774    4.344    3.436    2.487    2.161    1.092    0.704    0.443 
  35      1100  3.50  5.0  3.1     7.215    5.421    4.286    3.095    2.696    1.364    0.880    0.554 
  35      1100  3.50  6.0  3.1     8.656    6.496    5.133    3.699    3.230    1.635    1.056    0.665 
  35      1100  3.50  7.0  3.1    10.095    7.567    5.977    4.299    3.761    1.906    1.231    0.775 
  35      1100  3.50  8.0  3.1    11.534    8.636    6.819    4.893    4.290    2.176    1.406    0.886 
  35      1100  3.50  9.0  3.1    12.973    9.702    7.657    5.484    4.818    2.446    1.581    0.996 
  35      1100  3.50 10.0  3.1    14.410   10.766    8.493    6.070    5.345    2.716    1.756    1.107 
  36      1100  4.00  1.0  3.1     1.445    1.093    0.865    0.631    0.544    0.274    0.176    0.111 
  36      1100  4.00  2.0  3.1     2.889    2.181    1.727    1.256    1.086    0.547    0.352    0.222 
  36      1100  4.00  3.0  3.1     4.332    3.266    2.584    1.876    1.625    0.820    0.529    0.333 
  36      1100  4.00  4.0  3.1     5.775    4.347    3.439    2.491    2.163    1.092    0.705    0.444 
  36      1100  4.00  5.0  3.1     7.216    5.425    4.290    3.100    2.698    1.364    0.880    0.555 
  36      1100  4.00  6.0  3.1     8.657    6.500    5.138    3.705    3.231    1.636    1.056    0.666 
  36      1100  4.00  7.0  3.1    10.097    7.572    5.983    4.305    3.763    1.907    1.231    0.777 
  36      1100  4.00  8.0  3.1    11.536    8.642    6.825    4.901    4.293    2.177    1.407    0.887 
  36      1100  4.00  9.0  3.1    12.975    9.708    7.664    5.492    4.821    2.447    1.582    0.998 
  36      1100  4.00 10.0  3.1    14.412   10.773    8.500    6.079    5.348    2.717    1.757    1.108 
  37      1100  4.50  1.0  3.1     1.444    1.091    0.865    0.631    0.544    0.274    0.177    0.111 
  37      1100  4.50  2.0  3.1     2.888    2.179    1.726    1.257    1.086    0.547    0.353    0.223 
  37      1100  4.50  3.0  3.1     4.331    3.263    2.583    1.877    1.626    0.820    0.529    0.334 
  37      1100  4.50  4.0  3.1     5.773    4.344    3.438    2.492    2.163    1.092    0.705    0.445 
  37      1100  4.50  5.0  3.1     7.214    5.422    4.289    3.101    2.699    1.364    0.881    0.557 
  37      1100  4.50  6.0  3.1     8.654    6.496    5.136    3.706    3.232    1.636    1.057    0.668 
  37      1100  4.50  7.0  3.1    10.094    7.568    5.981    4.306    3.764    1.907    1.232    0.779 
  37      1100  4.50  8.0  3.1    11.532    8.636    6.823    4.902    4.294    2.178    1.408    0.890 
  37      1100  4.50  9.0  3.1    12.971    9.703    7.662    5.493    4.822    2.448    1.583    1.001 
  37      1100  4.50 10.0  3.1    14.408   10.767    8.498    6.080    5.349    2.717    1.758    1.112 
  38      1100  5.00  1.0  3.1     1.445    1.092    0.866    0.633    0.545    0.275    0.177    0.112 
  38      1100  5.00  2.0  3.1     2.888    2.180    1.728    1.260    1.088    0.548    0.354    0.224 
  38      1100  5.00  3.0  3.1     4.330    3.264    2.586    1.881    1.628    0.822    0.530    0.336 
  38      1100  5.00  4.0  3.1     5.772    4.344    3.441    2.497    2.166    1.095    0.707    0.448 
  38      1100  5.00  5.0  3.1     7.213    5.422    4.293    3.108    2.702    1.367    0.883    0.560 
  38      1100  5.00  6.0  3.1     8.653    6.496    5.141    3.714    3.236    1.639    1.059    0.672 
  38      1100  5.00  7.0  3.1    10.092    7.568    5.986    4.315    3.768    1.910    1.235    0.784 
  38      1100  5.00  8.0  3.1    11.531    8.637    6.829    4.912    4.299    2.181    1.410    0.895 
  38      1100  5.00  9.0  3.1    12.969    9.703    7.668    5.504    4.828    2.451    1.586    1.007 
  38      1100  5.00 10.0  3.1    14.406   10.767    8.505    6.092    5.355    2.722    1.761    1.118 
  39      1100  5.50  1.0  3.1     1.444    1.093    0.868    0.635    0.546    0.274    0.178    0.112 
  39      1100  5.50  2.0  3.1     2.888    2.181    1.731    1.264    1.089    0.549    0.355    0.225 
  39      1100  5.50  3.0  3.1     4.330    3.266    2.591    1.887    1.630    0.822    0.532    0.338 
  39      1100  5.50  4.0  3.1     5.772    4.347    3.447    2.505    2.169    1.096    0.709    0.450 
  39      1100  5.50  5.0  3.1     7.212    5.425    4.300    3.118    2.706    1.368    0.886    0.563 
  39      1100  5.50  6.0  3.1     8.652    6.500    5.149    3.725    3.241    1.641    1.062    0.675 
  39      1100  5.50  7.0  3.1    10.092    7.572    5.996    4.328    3.774    1.913    1.239    0.788 
  39      1100  5.50  8.0  3.1    11.530    8.641    6.840    4.927    4.305    2.184    1.415    0.900 
  39      1100  5.50  9.0  3.1    12.968    9.708    7.680    5.520    4.834    2.455    1.591    1.012 
  39      1100  5.50 10.0  3.1    14.405   10.772    8.518    6.110    5.362    2.726    1.767    1.124 
  40      1100  6.00  1.0  3.1     1.441    1.079    0.850    0.615    0.538    0.272    0.175    0.111 
  40      1100  6.00  2.0  3.1     2.881    2.156    1.698    1.225    1.073    0.543    0.351    0.221 
  40      1100  6.00  3.0  3.1     4.320    3.229    2.541    1.830    1.607    0.814    0.526    0.332 
  40      1100  6.00  4.0  3.1     5.759    4.300    3.382    2.431    2.139    1.084    0.701    0.443 
  40      1100  6.00  5.0  3.1     7.197    5.368    4.221    3.027    2.670    1.354    0.876    0.554 
  40      1100  6.00  6.0  3.1     8.634    6.433    5.056    3.619    3.198    1.624    1.050    0.664 
  40      1100  6.00  7.0  3.1    10.070    7.496    5.889    4.207    3.725    1.893    1.225    0.775 
  40      1100  6.00  8.0  3.1    11.506    8.557    6.719    4.791    4.251    2.161    1.399    0.885 
  40      1100  6.00  9.0  3.1    12.941    9.616    7.547    5.372    4.775    2.429    1.574    0.995 
  40      1100  6.00 10.0  3.1    14.376   10.672    8.372    5.948    5.298    2.697    1.748    1.106 
  41      1200  3.50  1.0  3.1     1.449    1.104    0.877    0.645    0.549    0.275    0.178    0.112 
  41      1200  3.50  2.0  3.1     2.898    2.204    1.751    1.283    1.095    0.550    0.355    0.223 
  41      1200  3.50  3.0  3.1     4.345    3.299    2.620    1.916    1.639    0.825    0.532    0.334 
  41      1200  3.50  4.0  3.1     5.791    4.390    3.485    2.542    2.181    1.099    0.708    0.445 
  41      1200  3.50  5.0  3.1     7.236    5.477    4.347    3.163    2.720    1.372    0.885    0.556 
  41      1200  3.50  6.0  3.1     8.680    6.561    5.205    3.779    3.258    1.645    1.061    0.668 
  41      1200  3.50  7.0  3.1    10.124    7.641    6.060    4.389    3.793    1.918    1.237    0.778 
  41      1200  3.50  8.0  3.1    11.566    8.718    6.911    4.995    4.326    2.190    1.413    0.889 
  41      1200  3.50  9.0  3.1    13.008    9.792    7.760    5.595    4.858    2.462    1.589    1.000 
  41      1200  3.50 10.0  3.1    14.449   10.863    8.605    6.191    5.388    2.733    1.764    1.111 
  42      1200  4.00  1.0  3.1     1.449    1.104    0.877    0.645    0.549    0.275    0.178    0.112 
  42      1200  4.00  2.0  3.1     2.898    2.204    1.751    1.283    1.095    0.550    0.355    0.223 
  42      1200  4.00  3.0  3.1     4.345    3.299    2.620    1.916    1.639    0.825    0.532    0.334 
  42      1200  4.00  4.0  3.1     5.791    4.390    3.485    2.542    2.181    1.099    0.708    0.445 
  42      1200  4.00  5.0  3.1     7.236    5.477    4.347    3.163    2.720    1.372    0.885    0.556 
  42      1200  4.00  6.0  3.1     8.680    6.561    5.205    3.779    3.258    1.645    1.061    0.668 
  42      1200  4.00  7.0  3.1    10.124    7.641    6.060    4.389    3.793    1.918    1.237    0.778 
  42      1200  4.00  8.0  3.1    11.566    8.718    6.911    4.995    4.326    2.190    1.413    0.889 
  42      1200  4.00  9.0  3.1    13.008    9.792    7.760    5.595    4.858    2.462    1.589    1.000 
